track_name; track_id; album_name; album_id; artist_name; artist_id; release_date; length; popularity; acousticness; danceability; energy; instrumentalness; liveness; loudness; speechiness; tempo; time_signature; 
Desconstrução Ao Vivo; 6AKvhtkFKvi9ejtlKEGX89; Acústico MTV Tiago Iorc Ao Vivo; 3Tf4vmSc5PYcpmwZUSLEJV; Tiago Iorc; 4iWkwAVzssjb8XgxdoOL6M; 2019-09-20; 284706; 45; 0.477; 0.674; 0.23; 2.18e-05; 0.908; -18.014; 0.0486; 122.018; 4; 
Fuzuê Ao Vivo; 0rOdLG3DGB6JLAZDG92dSa; Acústico MTV Tiago Iorc Ao Vivo; 3Tf4vmSc5PYcpmwZUSLEJV; Tiago Iorc; 4iWkwAVzssjb8XgxdoOL6M; 2019-09-20; 260174; 44; 0.22; 0.545; 0.654; 3.3e-05; 0.693; -14.689; 0.0493; 96.094; 4; 
Mil Razões Ao Vivo; 0BwovJETQHWxuYvcITErRH; Acústico MTV Tiago Iorc Ao Vivo; 3Tf4vmSc5PYcpmwZUSLEJV; Tiago Iorc; 4iWkwAVzssjb8XgxdoOL6M; 2019-09-20; 247940; 44; 0.0412; 0.543; 0.435; 0; 0.682; -13.398; 0.0297; 101.193; 4; 
Hoje Lembrei Do Teu Amor Ao Vivo; 3LROYRDOC7aXXVN4gydXXZ; Acústico MTV Tiago Iorc Ao Vivo; 3Tf4vmSc5PYcpmwZUSLEJV; Tiago Iorc; 4iWkwAVzssjb8XgxdoOL6M; 2019-09-20; 270868; 46; 0.0244; 0.518; 0.554; 2.89e-06; 0.721; -14.61; 0.0367; 138.088; 4; 
Deitada Nessa Cama Ao Vivo; 5Lj9sZye5UD2ibZ8LEBwSi; Acústico MTV Tiago Iorc Ao Vivo; 3Tf4vmSc5PYcpmwZUSLEJV; Tiago Iorc; 4iWkwAVzssjb8XgxdoOL6M; 2019-09-20; 242677; 45; 0.0575; 0.524; 0.359; 2.48e-05; 0.691; -15.021; 0.0357; 116.681; 4; 
Nessa Paz Eu Vou Ao Vivo; 0JM0A65UMay47ZVap0fCgE; Acústico MTV Tiago Iorc Ao Vivo; 3Tf4vmSc5PYcpmwZUSLEJV; Tiago Iorc; 4iWkwAVzssjb8XgxdoOL6M; 2019-09-20; 225412; 44; 0.346; 0.41; 0.332; 0; 0.673; -15.382; 0.0486; 132.768; 4; 
Coisa Linda Ao Vivo; 28zoeQs3irocvhOBZAc81h; Acústico MTV Tiago Iorc Ao Vivo; 3Tf4vmSc5PYcpmwZUSLEJV; Tiago Iorc; 4iWkwAVzssjb8XgxdoOL6M; 2019-09-20; 192933; 55; 0.26; 0.582; 0.443; 0.000112; 0.696; -15.906; 0.0405; 87.07; 4; 
Lôra Ao Vivo; 6hv1qtVzwDUkSY6WW3klcE; Acústico MTV Tiago Iorc Ao Vivo; 3Tf4vmSc5PYcpmwZUSLEJV; Tiago Iorc; 4iWkwAVzssjb8XgxdoOL6M; 2019-09-20; 262232; 42; 0.302; 0.51; 0.181; 0; 0.715; -18.15; 0.0552; 108.986; 4; 
Tangerina Ao Vivo; 6TDPTk5c9r1aAaLEILqNmA; Acústico MTV Tiago Iorc Ao Vivo; 3Tf4vmSc5PYcpmwZUSLEJV; Tiago Iorc; 4iWkwAVzssjb8XgxdoOL6M; 2019-09-20; 281034; 62; 0.0364; 0.664; 0.575; 0.00458; 0.687; -13.538; 0.0637; 109.009; 4; 
Tua Caramassa Ao Vivo; 333Ldsm2Y3bgURbOQ2kZ9i; Acústico MTV Tiago Iorc Ao Vivo; 3Tf4vmSc5PYcpmwZUSLEJV; Tiago Iorc; 4iWkwAVzssjb8XgxdoOL6M; 2019-09-20; 221462; 42; 0.124; 0.603; 0.514; 0; 0.677; -13.941; 0.0351; 96.042; 4; 
Do Que Você Tem Medo Ao Vivo; 3jtiPIELbW2VFPBtYK9ivN; Acústico MTV Tiago Iorc Ao Vivo; 3Tf4vmSc5PYcpmwZUSLEJV; Tiago Iorc; 4iWkwAVzssjb8XgxdoOL6M; 2019-09-20; 180949; 40; 0.0528; 0.487; 0.627; 5.17e-06; 0.764; -14.515; 0.0442; 93.191; 4; 
A Vida Nunca Cansa Ao Vivo; 6Kjfd8OZZMFdDRFEtKUbzi; Acústico MTV Tiago Iorc Ao Vivo; 3Tf4vmSc5PYcpmwZUSLEJV; Tiago Iorc; 4iWkwAVzssjb8XgxdoOL6M; 2019-09-20; 300858; 40; 0.692; 0.456; 0.109; 0.00218; 0.712; -17.002; 0.0505; 114.759; 4; 
Laços Ao Vivo; 70XdB2f1WgB2Cdcq22FhTM; Acústico MTV Tiago Iorc Ao Vivo; 3Tf4vmSc5PYcpmwZUSLEJV; Tiago Iorc; 4iWkwAVzssjb8XgxdoOL6M; 2019-09-20; 224728; 42; 0.918; 0.467; 0.104; 0.00029; 0.706; -20.923; 0.0362; 144.504; 4; 
Bellyache Ao Vivo; 0bXZ7DQaWSj15TbvWW1TFS; Acústico MTV Tiago Iorc Ao Vivo; 3Tf4vmSc5PYcpmwZUSLEJV; Tiago Iorc; 4iWkwAVzssjb8XgxdoOL6M; 2019-09-20; 259391; 39; 0.205; 0.451; 0.563; 0.132; 0.247; -15.259; 0.0461; 178.183; 4; 
Moonage Daydream Live Stereo Live Stereo; 2srmfcmMOBAebykKeYF4Fj; Ziggy Stardust and the Spiders from Mars The Motion Picture Soundtrack; 44jkgfcuBri1LuAsdLRlbt; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983-10-01; 385066; 31; 0.00162; 0.241; 0.916; 0.0736; 0.831; -6.668; 0.136; 148.385; 4; 
Changes Live Stereo Live Stereo; 6Le1tLQ7gdqYxH1ZZD7v0R; Ziggy Stardust and the Spiders from Mars The Motion Picture Soundtrack; 44jkgfcuBri1LuAsdLRlbt; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983-10-01; 216093; 27; 0.0121; 0.423; 0.606; 1.62e-05; 0.603; -9.225; 0.0432; 122.816; 4; 
Space Oddity Live Stereo Live Stereo; 5C3CUoOl0gg8uAI6wjiXMr; Ziggy Stardust and the Spiders from Mars The Motion Picture Soundtrack; 44jkgfcuBri1LuAsdLRlbt; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983-10-01; 305866; 28; 0.00231; 0.317; 0.561; 6.78e-05; 0.663; -11.691; 0.0532; 136.955; 4; 
My Death Live Stereo Live Stereo; 0BXwwaix30UjvRrsfMGA8t; Ziggy Stardust and the Spiders from Mars The Motion Picture Soundtrack; 44jkgfcuBri1LuAsdLRlbt; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983-10-01; 441106; 24; 0.0741; 0.358; 0.182; 0.000115; 0.771; -19.584; 0.0477; 130.553; 4; 
Cracked Actor Live Stereo Live Stereo; 1zw0UCeFVuDqUqd8301fe3; Ziggy Stardust and the Spiders from Mars The Motion Picture Soundtrack; 44jkgfcuBri1LuAsdLRlbt; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983-10-01; 184246; 22; 0.0128; 0.406; 0.884; 0.00263; 0.982; -10.085; 0.113; 130.835; 4; 
Time Live Stereo Live Stereo; 744otElnbbpA5MsrhATNY2; Ziggy Stardust and the Spiders from Mars The Motion Picture Soundtrack; 44jkgfcuBri1LuAsdLRlbt; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983-10-01; 331893; 22; 0.00242; 0.271; 0.697; 0.0331; 0.982; -11.122; 0.0595; 150.716; 4; 
The Width Of A Circle Live Stereo Live Stereo; 5j673kYPc0PA2skib1IAjJ; Ziggy Stardust and the Spiders from Mars The Motion Picture Soundtrack; 44jkgfcuBri1LuAsdLRlbt; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983-10-01; 945466; 21; 0.000321; 0.263; 0.963; 0.39; 0.768; -8.621; 0.137; 100.708; 4; 
Lets Spend The Night Together Live Stereo Live Stereo; 11UHx3STEZQ0yD8Ujoqb9u; Ziggy Stardust and the Spiders from Mars The Motion Picture Soundtrack; 44jkgfcuBri1LuAsdLRlbt; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983-10-01; 182400; 21; 0.00234; 0.401; 0.839; 0.0216; 0.667; -11.516; 0.0926; 89.662; 4; 
Suffragette City Live Stereo Live Stereo; 3PrC1tPbwA9ehO44CX8Keq; Ziggy Stardust and the Spiders from Mars The Motion Picture Soundtrack; 44jkgfcuBri1LuAsdLRlbt; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983-10-01; 272866; 23; 0.00125; 0.216; 0.97; 0.0153; 0.742; -9.871; 0.383; 163.886; 4; 
White LightWhite Heat Live Stereo; 7FZIxP0CJY0Huf6JY4XVoQ; Ziggy Stardust and the Spiders from Mars The Motion Picture Soundtrack; 44jkgfcuBri1LuAsdLRlbt; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983-10-01; 241040; 22; 6.05e-05; 0.24; 0.95; 0.0168; 0.698; -9.408; 0.0936; 139.2; 4; 
Farewell Speech Live Stereo Live Stereo; 6AK2OTvErAPp28mCdh4fGV; Ziggy Stardust and the Spiders from Mars The Motion Picture Soundtrack; 44jkgfcuBri1LuAsdLRlbt; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983-10-01; 39400; 23; 0.468; 0.63; 0.693; 0; 0.544; -15.574; 0.786; 36.223; 3; 
Rock N Roll Suicide Live Stereo; 4fw1BaYiJhIH58iRfK1u2S; Ziggy Stardust and the Spiders from Mars The Motion Picture Soundtrack; 44jkgfcuBri1LuAsdLRlbt; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983-10-01; 317866; 26; 0.0161; 0.181; 0.707; 0.0123; 0.466; -11.405; 0.103; 201.263; 3; 
Modern Love 2018 Remaster; 3gxEZXUjrNbl3TlSrTGbR5; Lets Dance 2018 Remaster; 4NwG11AsDJluT732lSjMrV; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983-04-14; 288339; 68; 0.00375; 0.358; 0.938; 9.2e-06; 0.117; -5.577; 0.0483; 182.836; 4; 
China Girl 2018 Remaster; 5Ei9o2fHEnfHb84YrPuz4v; Lets Dance 2018 Remaster; 4NwG11AsDJluT732lSjMrV; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983-04-14; 333816; 59; 0.039; 0.651; 0.699; 0.0659; 0.124; -7.867; 0.0277; 133.793; 4; 
Lets Dance 2018 Remaster; 3ix6K4wZY29bCujrSznwFZ; Lets Dance 2018 Remaster; 4NwG11AsDJluT732lSjMrV; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983-04-14; 457675; 70; 0.0125; 0.654; 0.743; 0.0272; 0.153; -7.44; 0.0605; 114.846; 4; 
Without You 2018 Remaster; 316nCXXZsSSc5fGk1bsS1x; Lets Dance 2018 Remaster; 4NwG11AsDJluT732lSjMrV; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983-04-14; 189394; 41; 0.115; 0.746; 0.653; 0.0285; 0.288; -8.903; 0.0291; 119.16; 4; 
Ricochet 2018 Remaster; 04pkbLDMnaQdx4kV9bbuV4; Lets Dance 2018 Remaster; 4NwG11AsDJluT732lSjMrV; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983-04-14; 313653; 39; 0.141; 0.664; 0.854; 0; 0.0717; -7.349; 0.0376; 101.873; 3; 
Criminal World 2018 Remaster; 3pMVWZyHRN3DlQ7k79pmTA; Lets Dance 2018 Remaster; 4NwG11AsDJluT732lSjMrV; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983-04-14; 265007; 42; 0.0665; 0.551; 0.754; 0.125; 0.0589; -7.522; 0.0309; 129.758; 4; 
Cat People Putting Out Fire 2018 Remaster; 25ceFvWSaI3zoy9hhNYDqu; Lets Dance 2018 Remaster; 4NwG11AsDJluT732lSjMrV; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983-04-14; 309960; 50; 0.063; 0.502; 0.867; 0.000395; 0.0918; -5.631; 0.0501; 128.295; 4; 
Shake It 2018 Remaster; 3BEwVUwXoSQh5JYo7nz2xj; Lets Dance 2018 Remaster; 4NwG11AsDJluT732lSjMrV; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983-04-14; 232338; 39; 0.2; 0.75; 0.712; 0.000106; 0.0513; -6.604; 0.0574; 115.403; 4; 
Look Back In Anger; 4vAJWiOyAzfimBISbAQAGr; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 193436; 12; 0.0143; 0.188; 0.953; 0.00246; 0.986; -10.543; 0.122; 146.293; 4; 
Breaking Glass; 2gY31qu01HgQL8hybVwAGK; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 175046; 10; 0.0578; 0.381; 0.827; 0.0605; 0.967; -10.806; 0.105; 103.209; 4; 
Scary Monsters And Super Creeps; 6Wn6FwbifwkEmDYSGmr6T1; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 209606; 10; 0.0211; 0.201; 0.92; 0.000672; 0.653; -9.092; 0.092; 166.306; 4; 
Rebel Rebel; 4HkOtr2kIjiH0K60p2wQtK; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 135549; 9; 0.0515; 0.462; 0.928; 0.000293; 0.776; -8.557; 0.0658; 132.212; 4; 
Heroes; 4HYQJL9KXFeyiD6klQ5qrt; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 302837; 11; 0.0282; 0.318; 0.896; 0.00308; 0.923; -9.073; 0.0583; 122.296; 4; 
What In The World; 0NSGEcqrNvQMyqt4a44xtM; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 226795; 8; 0.0912; 0.303; 0.952; 0.0691; 0.956; -9.137; 0.128; 112.444; 4; 
Life On Mars; 6a7NJa9Yxftb5pyZxzegoz; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 247849; 9; 0.0644; 0.279; 0.673; 8.58e-05; 0.878; -8.52; 0.0366; 117.988; 4; 
Sorrow; 1PXMc1gNXNdxNAV0np3Pqv; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 166191; 8; 0.0851; 0.453; 0.846; 0.0117; 0.927; -10.285; 0.0623; 122.47; 4; 
Golden Years; 1Cqq208c4IMVIRKss9O3Th; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 205426; 9; 0.31; 0.448; 0.937; 0.00161; 0.968; -9.214; 0.0687; 113.534; 4; 
Fashion; 2eZ5o5U84jSKDSwnZ2B1Lc; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 157283; 8; 0.173; 0.581; 0.825; 0.291; 0.455; -10.566; 0.0434; 118.686; 4; 
Lets Dance; 2rBy5yEUU9BcOcorGJafpq; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 284499; 9; 0.0129; 0.499; 0.855; 0.0324; 0.955; -9.816; 0.0784; 124.842; 4; 
Red Sails; 1oXE3ZdG1bleURClQJvz9v; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 218174; 7; 0.0137; 0.219; 0.855; 0.0078; 0.886; -9.787; 0.0724; 145.915; 4; 
China Girl; 0tw3lokOVUYgJN8XTCQyWw; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 312006; 9; 0.0846; 0.365; 0.818; 0.277; 0.958; -10.664; 0.0377; 134.958; 4; 
White LightWhite Heat; 2sPCgqq83T1IVA5ibr88lo; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 283768; 7; 0.00375; 0.154; 0.894; 0.452; 0.86; -8.813; 0.0901; 156.319; 4; 
Station To Station; 4pB3nGVBBLMVdoXoSB23ow; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 540376; 8; 0.0209; 0.239; 0.897; 8.67e-05; 0.983; -9.519; 0.0754; 138.789; 4; 
Cracked Actor; 6lx97vs52R7fY9kTfWwazc; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 192626; 7; 0.0174; 0.293; 0.91; 0.051; 0.74; -8.957; 0.118; 138.445; 4; 
Ashes To Ashes; 1bCk0bRH2QZViZLQ2cyEoV; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 222453; 9; 0.0722; 0.538; 0.818; 0.00114; 0.344; -10.215; 0.0438; 133.883; 4; 
Space Oddity; 0JomR2dZMCkgOPlA7xOWZc; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 325772; 8; 0.0953; 0.203; 0.787; 3.74e-05; 0.897; -9.236; 0.0595; 134.519; 4; 
Band Introductions; 5Ugl4qfSLZUEGulwPdJdXp; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 72400; 6; 0.566; 0.207; 0.987; 2.51e-06; 0.963; -14.51; 0.284; 138.811; 4; 
Young Americans; 0y9KHFg7FWPPNEwBDuPu9M; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 308493; 8; 0.101; 0.401; 0.86; 2.5e-06; 0.965; -9.404; 0.0893; 91.269; 4; 
Cat People Putting Out The Fire; 1mzAVOqVSZqfbamdfIxR8m; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 247466; 7; 0.045; 0.26; 0.886; 0.0044; 0.972; -10.046; 0.0788; 139.785; 4; 
TVC 15; 1B3WqEW4wrCiB25fhaQ84u; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 232453; 6; 0.0425; 0.305; 0.926; 2.81e-06; 0.985; -9.133; 0.081; 132.854; 4; 
Fame; 0QwATiQwAw0rS6P2FubeyD; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 282293; 7; 0.0234; 0.441; 0.874; 0.0184; 0.939; -10.047; 0.103; 96.095; 4; 
Star; 2v4VlJJ0HosMLCkBFlF6x3; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 150053; 6; 0.0382; 0.2; 0.922; 0.000336; 0.943; -9.056; 0.0987; 78.34; 3; 
Stay; 7iPwXExN5VuanHPqqAeXAJ; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 495600; 7; 0.00678; 0.227; 0.892; 0.0638; 0.981; -10.229; 0.0993; 134.876; 4; 
The Jean Genie; 0uuDmhNwwyvRci6iULdAO7; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 379133; 6; 0.0259; 0.247; 0.853; 0.0355; 0.983; -10.569; 0.0644; 143.261; 4; 
I Cant Explain; 1UxoUZ5RRyfUKd41J4Y07u; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 171266; 6; 0.0409; 0.327; 0.821; 4.21e-05; 0.981; -9.607; 0.0519; 109.746; 4; 
Modern Love; 1iGWDSm2JaQ0u1wikhZWuT; Montreal 1983; 1Pz3eps9CpFVp1nNV0TCO2; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1983; 232683; 8; 0.044; 0.269; 0.907; 0.000418; 0.982; -10.166; 0.102; 202.066; 4; 
Its No Game Pt 1 2017 Remaster; 6S04qCT9xjWPtgBK4UoPEQ; Scary Monsters And Super Creeps 2017 Remaster; 5fxvWHvIDPIALfTfRiwyB0; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1980; 257466; 38; 0.11; 0.492; 0.798; 3.11e-05; 0.489; -8.638; 0.0571; 101.405; 4; 
Up the Hill Backwards 2017 Remaster; 1raM9iX3HPhZvINoYCSWc9; Scary Monsters And Super Creeps 2017 Remaster; 5fxvWHvIDPIALfTfRiwyB0; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1980; 195986; 38; 0.00507; 0.385; 0.85; 0.0189; 0.119; -9.151; 0.0602; 182.182; 4; 
Scary Monsters And Super Creeps 2017 Remaster; 4mm9p1NTNBYnyA89jfss3Z; Scary Monsters And Super Creeps 2017 Remaster; 5fxvWHvIDPIALfTfRiwyB0; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1980; 313453; 58; 0.0244; 0.428; 0.978; 0.007; 0.169; -8.725; 0.0636; 142.905; 4; 
Ashes to Ashes 2017 Remaster; 37CRPk0L5ZpfPeePEPwE0t; Scary Monsters And Super Creeps 2017 Remaster; 5fxvWHvIDPIALfTfRiwyB0; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1980; 266160; 63; 0.273; 0.71; 0.743; 0.000406; 0.258; -10.553; 0.0507; 120.277; 4; 
Fashion 2017 Remaster; 1MMYuuvnD3O9Sn90gDabv9; Scary Monsters And Super Creeps 2017 Remaster; 5fxvWHvIDPIALfTfRiwyB0; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1980; 290480; 52; 0.549; 0.855; 0.723; 0.144; 0.083; -9.508; 0.0378; 109.235; 4; 
Teenage Wildlife 2017 Remaster; 57NAaXLQGp5ZgEvpVOYtFe; Scary Monsters And Super Creeps 2017 Remaster; 5fxvWHvIDPIALfTfRiwyB0; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1980; 418333; 44; 0.289; 0.508; 0.746; 0.151; 0.0347; -8.255; 0.0364; 108.594; 4; 
Scream Like a Baby 2017 Remaster; 4FVKxmy1hKLlgqvOHN8M9L; Scary Monsters And Super Creeps 2017 Remaster; 5fxvWHvIDPIALfTfRiwyB0; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1980; 216840; 35; 0.111; 0.568; 0.842; 3.04e-05; 0.0813; -7.935; 0.0443; 114.335; 4; 
Kingdom Come 2017 Remaster; 0GSDkjD1yuhM5YUICzQ2V5; Scary Monsters And Super Creeps 2017 Remaster; 5fxvWHvIDPIALfTfRiwyB0; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1980; 227280; 34; 0.151; 0.519; 0.904; 0.00139; 0.0967; -7.764; 0.0449; 121.053; 4; 
Because Youre Young 2017 Remaster; 4MqUHb6oetPG3nOdXbHr1d; Scary Monsters And Super Creeps 2017 Remaster; 5fxvWHvIDPIALfTfRiwyB0; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1980; 295933; 35; 0.0819; 0.498; 0.912; 0.112; 0.0606; -8.733; 0.0527; 121.279; 4; 
Its No Game Pt 2 2017 Remaster; 7Gdp4g1w1WWLZgem3ht5Ju; Scary Monsters And Super Creeps 2017 Remaster; 5fxvWHvIDPIALfTfRiwyB0; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1980; 266146; 35; 0.315; 0.662; 0.889; 0.0161; 0.331; -10.472; 0.0857; 101.29; 4; 
Fantastic Voyage 2017 Remaster; 1SWWn0eLHHRoZbx0aBDdVg; Lodger 2017 Remaster; 0S5nxDIEprOH23QeDoMeFK; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1979; 175093; 43; 0.768; 0.382; 0.494; 0; 0.135; -9.429; 0.051; 206.357; 4; 
African Night Flight 2017 Remaster; 3NXI2XNb5hQ7uOWMZ1Sxfm; Lodger 2017 Remaster; 0S5nxDIEprOH23QeDoMeFK; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1979; 176960; 31; 0.564; 0.544; 0.709; 0.000264; 0.441; -10.642; 0.137; 159.715; 4; 
Move On 2017 Remaster; 0IPI7yil60RAOUhlid7GmN; Lodger 2017 Remaster; 0S5nxDIEprOH23QeDoMeFK; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1979; 200040; 31; 0.476; 0.445; 0.593; 0.000271; 0.381; -10.376; 0.0576; 150.481; 4; 
Yassassin Turkish For Long Live 2017 Remaster; 7GUqTaobt7S0eQp6QXE4dE; Lodger 2017 Remaster; 0S5nxDIEprOH23QeDoMeFK; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1979; 253133; 32; 0.171; 0.523; 0.495; 2.76e-06; 0.382; -9.499; 0.0438; 171.429; 4; 
Red Sails 2017 Remaster; 6Y9i9fI9HrYXMyJAHANLTm; Lodger 2017 Remaster; 0S5nxDIEprOH23QeDoMeFK; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1979; 225440; 30; 0.0139; 0.453; 0.836; 0.0415; 0.153; -9.395; 0.0569; 144.079; 4; 
DJ 2017 Remaster; 1g7NUaFstaB84jLTmOwIor; Lodger 2017 Remaster; 0S5nxDIEprOH23QeDoMeFK; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1979; 241400; 35; 0.147; 0.641; 0.819; 0.00033; 0.286; -7.949; 0.0596; 112.333; 4; 
Look Back in Anger 2017 Remaster; 7q8iLIcpUdW2anOuWo4htn; Lodger 2017 Remaster; 0S5nxDIEprOH23QeDoMeFK; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1979; 188186; 34; 5.14e-05; 0.393; 0.837; 0.0261; 0.22; -8.814; 0.055; 128.816; 4; 
Boys Keep Swinging 2017 Remaster; 5NXCDF2wyPv06X54abGTcp; Lodger 2017 Remaster; 0S5nxDIEprOH23QeDoMeFK; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1979; 198506; 43; 0.395; 0.475; 0.69; 0.179; 0.0841; -7.693; 0.0394; 122.628; 4; 
Repetition 2017 Remaster; 6C0RX9gjYclSIQ35CuRzJz; Lodger 2017 Remaster; 0S5nxDIEprOH23QeDoMeFK; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1979; 180066; 28; 0.572; 0.735; 0.716; 0.715; 0.115; -11.404; 0.0411; 128.471; 4; 
Red Money 2017 Remaster; 3xfvgzz6erOPTFGZFrr45F; Lodger 2017 Remaster; 0S5nxDIEprOH23QeDoMeFK; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1979; 259386; 28; 0.00927; 0.54; 0.656; 0.0475; 0.192; -8.393; 0.0401; 107.565; 4; 
