track_name; track_id; album_name; album_id; artist_name; artist_id; release_date; length; popularity; acousticness; danceability; energy; instrumentalness; liveness; loudness; speechiness; tempo; time_signature; 
Sangue Latino Live; 4R7MW5az5zt17tGEqjtAZ9; Ney Matogrosso Ao Vivo; 6GglyBWRQ9SfTCsuTyD1aX; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1999-01-01; 171826; 23; 0.543; 0.358; 0.468; 1.08e-05; 0.972; -10.399; 0.0409; 118.09; 4; 
Rosa De Hiroshima Ao Vivo; 5Ca05We5Ht4NjVUm7GigaT; Ney Matogrosso Ao Vivo; 6GglyBWRQ9SfTCsuTyD1aX; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1999-01-01; 154773; 19; 0.907; 0.389; 0.331; 0.00585; 0.906; -11.633; 0.0368; 79.551; 4; 
Balada Do Louco Live; 0uk2EMJBuaSXax77GxCINV; Ney Matogrosso Ao Vivo; 6GglyBWRQ9SfTCsuTyD1aX; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1999-01-01; 264293; 17; 0.449; 0.401; 0.624; 0.00607; 0.95; -8.458; 0.0696; 96.427; 4; 
Homem Com H Live; 47Ee7W2sadMpGW5MHx43Ql; Ney Matogrosso Ao Vivo; 6GglyBWRQ9SfTCsuTyD1aX; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1999-01-01; 225640; 19; 0.256; 0.535; 0.91; 0; 0.967; -4.387; 0.188; 153.654; 4; 
Pro Dia Nascer Feliz Live; 05CQzoMDvvCs0tUwoNtVvB; Ney Matogrosso Ao Vivo; 6GglyBWRQ9SfTCsuTyD1aX; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1999-01-01; 274760; 15; 0.413; 0.541; 0.971; 0; 0.99; -4.031; 0.106; 146.657; 4; 
Metamorfose Ambulante Ao Vivo; 3bp9QknvutqEmBJz9lO62W; Ney Matogrosso Ao Vivo; 6GglyBWRQ9SfTCsuTyD1aX; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1999-01-01; 235840; 21; 0.278; 0.491; 0.831; 0; 0.981; -4.81; 0.0443; 129.925; 4; 
Miséria No Japão; 5MB5v5Zrrjy7mXaGVmvO3O; Olhos De Farol; 0W50z2TfYs4JT30srkciWw; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1999; 188933; 19; 0.195; 0.875; 0.732; 4.08e-06; 0.0771; -4.435; 0.14; 129.503; 4; 
Gotas De Tempo Puro; 15iJ6Dy8KRdvZ5Xo3WgX6n; Olhos De Farol; 0W50z2TfYs4JT30srkciWw; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1999; 241733; 18; 0.116; 0.665; 0.843; 0.015; 0.0872; -6.06; 0.111; 176.257; 4; 
Viralata De Raça; 4loTsS0Jdg9JAESkja4moG; Olhos De Farol; 0W50z2TfYs4JT30srkciWw; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1999; 216133; 19; 0.354; 0.797; 0.728; 0.00886; 0.104; -5.023; 0.0331; 135.46; 4; 
Novamente; 6N3beAEiwFalR5cdI96ksb; Olhos De Farol; 0W50z2TfYs4JT30srkciWw; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1999; 256893; 20; 0.668; 0.672; 0.602; 0.0003; 0.342; -7.522; 0.0309; 124.014; 4; 
Chance De Aladim; 1ba8LXxnzFZMedOw0Erdrd; Olhos De Farol; 0W50z2TfYs4JT30srkciWw; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1999; 216906; 17; 0.718; 0.416; 0.44; 7.33e-05; 0.0915; -9.311; 0.0368; 94.307; 4; 
Poema; 7qvL8BbYdxvhOinapMiEeF; Olhos De Farol; 0W50z2TfYs4JT30srkciWw; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1999; 262533; 60; 0.728; 0.606; 0.563; 0.000362; 0.335; -6.604; 0.0307; 124.181; 4; 
Olhos De Farol; 6Wp39SLv41Fa5jjeUq2M59; Olhos De Farol; 0W50z2TfYs4JT30srkciWw; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1999; 279000; 21; 0.949; 0.403; 0.357; 0.00731; 0.106; -8.409; 0.0299; 113.955; 4; 
Depois Melhora; 399uH8PFCQ6UcGc6W8fH10; Olhos De Farol; 0W50z2TfYs4JT30srkciWw; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1999; 238226; 19; 0.751; 0.507; 0.459; 0; 0.099; -10.587; 0.0487; 126.461; 4; 
Mais Alem; 6IcJVktQedNn8EnN5x22lL; Olhos De Farol; 0W50z2TfYs4JT30srkciWw; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1999; 300373; 18; 0.0287; 0.65; 0.57; 6.99e-05; 0.0773; -7.068; 0.0274; 108.094; 4; 
O Som Do Mundo; 0WRvCLcsvZwnkfdLpPK0Bo; Olhos De Farol; 0W50z2TfYs4JT30srkciWw; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1999; 237560; 17; 0.132; 0.801; 0.838; 0.000348; 0.0729; -5.26; 0.118; 90.458; 4; 
Fazê O Quê; 3aX5sHueCbdanTPyfNt1h8; Olhos De Farol; 0W50z2TfYs4JT30srkciWw; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1999; 254573; 17; 0.382; 0.721; 0.897; 3.22e-06; 0.086; -4.803; 0.2; 89.956; 4; 
Bomba H; 6jHIGxjr9Viy8BrRtp0G1f; Olhos De Farol; 0W50z2TfYs4JT30srkciWw; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1999; 191466; 17; 0.385; 0.818; 0.813; 0; 0.314; -4.624; 0.0661; 130.118; 4; 
A Cara Do Brasil; 5QtWJCub7LzscHDmpmYjOm; Olhos De Farol; 0W50z2TfYs4JT30srkciWw; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1999; 235160; 18; 0.648; 0.741; 0.758; 4.11e-06; 0.11; -6.786; 0.0834; 90.178; 4; 
Homem Com H; 13R1zV7b5qpWi4xrTeXpYa; Sangue Latino O Melhor De Ney Matogrosso; 2pAvnM0Stp8G6z9klMVu4u; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997-03-31; 171560; 15; 0.217; 0.688; 0.7; 0; 0.516; -7.846; 0.0863; 164.368; 4; 
Viajante; 2cRsbYK6HNMmBpfSs298Bm; Sangue Latino O Melhor De Ney Matogrosso; 2pAvnM0Stp8G6z9klMVu4u; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997-03-31; 230906; 9; 0.888; 0.406; 0.153; 8.23e-05; 0.114; -13.655; 0.0326; 140.611; 4; 
Tanto Amar; 0HBTIBBMGq1rF8BvxHRwjk; Sangue Latino O Melhor De Ney Matogrosso; 2pAvnM0Stp8G6z9klMVu4u; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997-03-31; 211386; 18; 0.487; 0.831; 0.637; 0.0635; 0.14; -12.044; 0.0398; 122.189; 4; 
Balada Do Louco; 2AOG3rsrq8J1XWvAwsLNH2; Sangue Latino O Melhor De Ney Matogrosso; 2pAvnM0Stp8G6z9klMVu4u; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997-03-31; 212973; 17; 0.778; 0.451; 0.317; 1.27e-06; 0.122; -12.717; 0.0296; 92.682; 4; 
Andar Com Fe Ao Vivo; 65A7hrq5AoBkYfsB2JndMm; Sangue Latino O Melhor De Ney Matogrosso; 2pAvnM0Stp8G6z9klMVu4u; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997-03-31; 229240; 11; 0.104; 0.705; 0.632; 1.78e-05; 0.0567; -11.716; 0.0446; 93.553; 4; 
Sangue Latino; 1VuiiHz3aTVSRGM4wQWwbi; Sangue Latino O Melhor De Ney Matogrosso; 2pAvnM0Stp8G6z9klMVu4u; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997-03-31; 137093; 22; 0.387; 0.736; 0.437; 3.6e-05; 0.25; -11.417; 0.0332; 120.529; 4; 
Yolanda; 6Dbyv65PQm3MX1WgoGkO0Y; Sangue Latino O Melhor De Ney Matogrosso; 2pAvnM0Stp8G6z9klMVu4u; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997-03-31; 245266; 23; 0.794; 0.749; 0.359; 0.00609; 0.127; -10.756; 0.0299; 117.088; 4; 
Rosa De Hiroshima; 16ZUD62lu2pX6m6EwD4V9A; Sangue Latino O Melhor De Ney Matogrosso; 2pAvnM0Stp8G6z9klMVu4u; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997-03-31; 160266; 12; 0.619; 0.348; 0.255; 0.000252; 0.114; -13.808; 0.0374; 170.178; 4; 
Retrato Em Branco E Preto; 5nbloS6Qrg484HVCbKcOnV; Sangue Latino O Melhor De Ney Matogrosso; 2pAvnM0Stp8G6z9klMVu4u; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997-03-31; 157640; 0; 0.796; 0.511; 0.182; 0; 0.299; -15.271; 0.0555; 48.262; 4; 
Amendoim Torradinho; 7oxT3qtFjWUjdyMAYla3bF; Sangue Latino O Melhor De Ney Matogrosso; 2pAvnM0Stp8G6z9klMVu4u; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997-03-31; 256160; 8; 0.653; 0.554; 0.2; 0.00131; 0.111; -16.341; 0.0527; 91.459; 4; 
A Tua Presença Morena; 3WiuzkHQpoIpb0jnfV0Hym; Sangue Latino O Melhor De Ney Matogrosso; 2pAvnM0Stp8G6z9klMVu4u; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997-03-31; 254906; 8; 0.279; 0.574; 0.319; 0; 0.137; -12.42; 0.0518; 116.439; 4; 
Pro Dia Nascer Feliz; 3FpmNzxWASqljWPnVZaz5C; Sangue Latino O Melhor De Ney Matogrosso; 2pAvnM0Stp8G6z9klMVu4u; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997-03-31; 256293; 8; 0.0504; 0.801; 0.714; 3.61e-06; 0.0609; -11.73; 0.122; 144.209; 4; 
Vereda Tropical; 21FNGhGrlVghGNVDyCBKct; Sangue Latino O Melhor De Ney Matogrosso; 2pAvnM0Stp8G6z9klMVu4u; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997-03-31; 221973; 9; 0.5; 0.732; 0.61; 0.00566; 0.0555; -10.959; 0.0312; 104.349; 4; 
Cair Da Tarde; 6tpIttI48S9DuYV50Nqg8y; O Cair Da Tarde; 0AC1jwiT7xIj1TeKuJoMwR; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997; 238826; 4; 0.922; 0.358; 0.151; 0.678; 0.096; -18.467; 0.0325; 100.014; 3; 
Modinha; 73aEwI8gKszm9yaVwvKFHQ; O Cair Da Tarde; 0AC1jwiT7xIj1TeKuJoMwR; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997; 110533; 5; 0.954; 0.5; 0.136; 0.00355; 0.0895; -13.62; 0.0363; 61.087; 5; 
Veleiros; 6c2eFvpSKntWkSgszvJiqN; O Cair Da Tarde; 0AC1jwiT7xIj1TeKuJoMwR; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997; 260666; 4; 0.861; 0.445; 0.3; 0.0452; 0.123; -11.745; 0.0247; 84.664; 3; 
Tema De Amor De Gabriela; 2sS29L3ueOO9MT1HuJKIyY; O Cair Da Tarde; 0AC1jwiT7xIj1TeKuJoMwR; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997; 248906; 6; 0.933; 0.337; 0.152; 0.00158; 0.117; -12.242; 0.0328; 76.663; 4; 
Modinha Serestas; 0obouya0lmhd8Lwc7MtANf; O Cair Da Tarde; 0AC1jwiT7xIj1TeKuJoMwR; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997; 220066; 3; 0.914; 0.389; 0.234; 0.0169; 0.101; -11.515; 0.029; 133.848; 1; 
Sem Voce; 6Wkv1MKdPSoaKyLYwCHsZx; O Cair Da Tarde; 0AC1jwiT7xIj1TeKuJoMwR; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997; 183800; 4; 0.969; 0.41; 0.0557; 0.00381; 0.103; -17.338; 0.0351; 91.584; 4; 
Melodia Sentimental Floresta Do Amazonas 20º Movimento; 6nuCIJAFySbPyAUb4IzfKH; O Cair Da Tarde; 0AC1jwiT7xIj1TeKuJoMwR; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997; 211466; 10; 0.967; 0.294; 0.205; 0.376; 0.346; -12.832; 0.0283; 97.77; 4; 
Canção Em Modo Menor; 57i3ofPlKbVJw0sK0qqkb1; O Cair Da Tarde; 0AC1jwiT7xIj1TeKuJoMwR; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997; 168866; 3; 0.953; 0.478; 0.135; 0.000294; 0.114; -15.775; 0.0362; 137.125; 3; 
Preludio No3 Preludio Da Solidao; 34qfiGH0Qxd8wBkwNwLCJu; O Cair Da Tarde; 0AC1jwiT7xIj1TeKuJoMwR; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997; 113226; 4; 0.789; 0.417; 0.242; 0; 0.121; -11.572; 0.0316; 78.367; 4; 
Caico Cantigas Tema Folclórico; 1mDtBDXAqlCaDjXz59Jafm; O Cair Da Tarde; 0AC1jwiT7xIj1TeKuJoMwR; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997; 244600; 4; 0.863; 0.434; 0.272; 0.0024; 0.112; -12.109; 0.028; 105.861; 4; 
Se Essa Rua Fosse Minha Terezinha De Jesus Condessa O Cravo Brigou Com A Rosa A Mare Encheu Passa Passa Gavião; 4Z1ba7xD9GtWXcrv4YKvuU; O Cair Da Tarde; 0AC1jwiT7xIj1TeKuJoMwR; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997; 365706; 7; 0.918; 0.49; 0.339; 0.466; 0.113; -11.934; 0.0466; 120.548; 4; 
O Trenzinho Do Caipira; 6piT5rNhP8JoWW5NB3sppr; O Cair Da Tarde; 0AC1jwiT7xIj1TeKuJoMwR; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997; 238760; 28; 0.617; 0.435; 0.559; 0.0694; 0.114; -10.892; 0.0443; 108.049; 3; 
Aguas De Marco; 4BE1T8BNtjPvJYNKaYfOd1; O Cair Da Tarde; 0AC1jwiT7xIj1TeKuJoMwR; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997; 226200; 5; 0.824; 0.754; 0.351; 1.87e-05; 0.102; -11.168; 0.0416; 135.799; 4; 
Pato Preto; 1AJnTPYNMIS7rfbNzgvbBY; O Cair Da Tarde; 0AC1jwiT7xIj1TeKuJoMwR; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1997; 247706; 2; 0.348; 0.762; 0.506; 0.000134; 0.239; -9.138; 0.0641; 102.61; 4; 
Construção; 63jDKTXHzLgMGP60wQYG2x; Um Brasileiro; 0jxRZSbmg3mRrYVbViyXrQ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1996-01-01; 320000; 12; 0.3; 0.518; 0.382; 0; 0.23; -12.036; 0.0382; 123.363; 4; 
Moto Contínuo; 7s3q3dLwKqBtTJMqcBMUDW; Um Brasileiro; 0jxRZSbmg3mRrYVbViyXrQ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1996-01-01; 228893; 9; 0.595; 0.529; 0.305; 0.000181; 0.0765; -15.727; 0.0346; 109.901; 4; 
Cala A Boca Barbara; 2zZukiaGopo58In8uL6LaS; Um Brasileiro; 0jxRZSbmg3mRrYVbViyXrQ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1996-01-01; 271800; 8; 0.5; 0.416; 0.359; 0.000889; 0.118; -13.073; 0.0358; 103.041; 4; 
Mil Perdões; 6TD59qZ8L525jctHfKdr3q; Um Brasileiro; 0jxRZSbmg3mRrYVbViyXrQ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1996-01-01; 179706; 9; 0.688; 0.42; 0.146; 0; 0.105; -15.197; 0.0396; 168.232; 3; 
Valsinha; 3bRy2QqXged0Wto4hOnpsC; Um Brasileiro; 0jxRZSbmg3mRrYVbViyXrQ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1996-01-01; 170826; 11; 0.822; 0.472; 0.174; 7.2e-06; 0.107; -15.607; 0.0378; 88.506; 4; 
Minha História Gesubambino; 3dnkesIHfFRuQfUcWkCHH5; Um Brasileiro; 0jxRZSbmg3mRrYVbViyXrQ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1996-01-01; 203906; 10; 0.862; 0.399; 0.277; 0; 0.216; -14.227; 0.0388; 86.333; 3; 
Soneto; 5SxfRYjKEaAuhPQLDrbc0R; Um Brasileiro; 0jxRZSbmg3mRrYVbViyXrQ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1996-01-01; 189200; 8; 0.93; 0.407; 0.153; 1.59e-06; 0.16; -13.961; 0.038; 130.842; 3; 
Roda Viva; 7vrVYK9XzI8co2Bl2qFs0v; Um Brasileiro; 0jxRZSbmg3mRrYVbViyXrQ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1996-01-01; 230160; 11; 0.563; 0.578; 0.369; 2.56e-06; 0.184; -10.136; 0.0359; 122.282; 4; 
Corrente; 2h2XzwGs3ucRCGrv3mXP6c; Um Brasileiro; 0jxRZSbmg3mRrYVbViyXrQ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1996-01-01; 217666; 9; 0.149; 0.821; 0.399; 3.14e-05; 0.0383; -11.31; 0.316; 82.09; 4; 
Bom Conselho; 4XVFi6e7WUrbfEJtuX6v2z; Um Brasileiro; 0jxRZSbmg3mRrYVbViyXrQ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1996-01-01; 190400; 10; 0.274; 0.793; 0.405; 2.23e-05; 0.0615; -12.1; 0.0513; 131.444; 4; 
Partido Alto; 7zPnWOMbYoJACtbG1m3F37; Um Brasileiro; 0jxRZSbmg3mRrYVbViyXrQ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1996-01-01; 231706; 17; 0.038; 0.854; 0.467; 3.26e-06; 0.041; -12.178; 0.102; 87.966; 4; 
Homenagem Ao Malandro; 0kRykfFhg1URBcY9OWxwTS; Um Brasileiro; 0jxRZSbmg3mRrYVbViyXrQ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1996-01-01; 174466; 10; 0.148; 0.727; 0.536; 1.17e-06; 0.0591; -9.903; 0.0437; 112.546; 4; 
Até O Fim; 7G9MC589f14DHuSXaXUvTv; Um Brasileiro; 0jxRZSbmg3mRrYVbViyXrQ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1996-01-01; 199333; 30; 0.327; 0.743; 0.567; 1.81e-06; 0.0516; -9.222; 0.0416; 150.596; 4; 
Almanaque; 0CqjI7EQ3hzgBElzELn5xA; Um Brasileiro; 0jxRZSbmg3mRrYVbViyXrQ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1996-01-01; 212466; 9; 0.18; 0.731; 0.495; 5.64e-05; 0.0649; -9.634; 0.0677; 119.17; 4; 
Acalanto Para Helena; 1rCCzTmli8boE4zSOH0W8u; Um Brasileiro; 0jxRZSbmg3mRrYVbViyXrQ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1996-01-01; 44826; 5; 0.942; 0.141; 0.0927; 0.255; 0.119; -16.24; 0.0463; 168.776; 5; 
A Banda; 2MTpLsH4NMloJWB7y2qSJJ; Um Brasileiro; 0jxRZSbmg3mRrYVbViyXrQ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1996-01-01; 190200; 9; 0.754; 0.507; 0.35; 0; 0.152; -10.761; 0.0275; 90.954; 4; 
Não Existe Pecado Ao Sul Do Equador; 3IECubxiFjSO2zuTYyFmRC; Um Brasileiro; 0jxRZSbmg3mRrYVbViyXrQ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1996-01-01; 186106; 11; 0.36; 0.685; 0.593; 1.97e-05; 0.0562; -9.973; 0.0861; 131.646; 4; 
Estava Escrito; 2RIMsdFhYKEMSNzS2hwKiH; Estava Escrito; 3bw3o5EXRwOk1qUCfNsmoZ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1994-01-01; 197733; 5; 0.913; 0.376; 0.133; 8.96e-05; 0.116; -17.831; 0.0341; 81.567; 4; 
Desejo; 2Mk81ba7zB1N75sT1b3kKF; Estava Escrito; 3bw3o5EXRwOk1qUCfNsmoZ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1994-01-01; 186533; 3; 0.825; 0.474; 0.141; 0.00122; 0.0705; -15.901; 0.0308; 93.315; 4; 
Escuta; 5uBAQNVnAIalbGaMbR6Ycw; Estava Escrito; 3bw3o5EXRwOk1qUCfNsmoZ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1994-01-01; 234426; 3; 0.905; 0.395; 0.113; 0.000306; 0.179; -17.348; 0.0316; 82.592; 4; 
Só Vives Pra Lua; 1N12SZcghMmxJVR79dsAt3; Estava Escrito; 3bw3o5EXRwOk1qUCfNsmoZ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1994-01-01; 204440; 6; 0.63; 0.622; 0.278; 6.87e-05; 0.11; -16.671; 0.0375; 109.295; 4; 
Nem Eu; 6ndQhhB4nz4yJRuQy8HhmL; Estava Escrito; 3bw3o5EXRwOk1qUCfNsmoZ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1994-01-01; 194200; 3; 0.879; 0.556; 0.234; 0.00117; 0.141; -17.697; 0.0516; 110.792; 4; 
Orgulho; 55fQP5IA3IFIQ7xatrIktj; Estava Escrito; 3bw3o5EXRwOk1qUCfNsmoZ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1994-01-01; 215226; 3; 0.712; 0.587; 0.18; 0.00154; 0.0919; -16.388; 0.0286; 91.461; 4; 
Saia Do Caminho; 7DUG0woXi0LLQGSPE00RdV; Estava Escrito; 3bw3o5EXRwOk1qUCfNsmoZ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1994-01-01; 163200; 3; 0.961; 0.441; 0.0389; 9.22e-05; 0.156; -19.527; 0.0411; 131.678; 3; 
Fosforo Queimado; 5GVN72tGQ0XIyC1GNjEcvm; Estava Escrito; 3bw3o5EXRwOk1qUCfNsmoZ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1994-01-01; 224906; 6; 0.709; 0.644; 0.264; 3.41e-05; 0.112; -14.874; 0.0392; 106.253; 4; 
Recusa; 4EwIcxbdydCiIpo7qGfoYR; Estava Escrito; 3bw3o5EXRwOk1qUCfNsmoZ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1994-01-01; 107533; 2; 0.915; 0.423; 0.0771; 0; 0.0967; -16.169; 0.0337; 96.517; 4; 
Balada Triste; 18I21s6oVTRYMlQ2tOAXsf; Estava Escrito; 3bw3o5EXRwOk1qUCfNsmoZ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1994-01-01; 205933; 3; 0.943; 0.306; 0.0645; 0.0079; 0.0964; -18.858; 0.0351; 137.951; 4; 
Amendoim Torradinho; 7jFXI0lCLwuPP3qnfP7Cod; Estava Escrito; 3bw3o5EXRwOk1qUCfNsmoZ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1994-01-01; 256093; 8; 0.632; 0.554; 0.192; 0.00169; 0.111; -16.649; 0.0529; 91.306; 4; 
Lábios De Mel; 1FXoeYVyUTtVRysBzdMhyO; Estava Escrito; 3bw3o5EXRwOk1qUCfNsmoZ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1994-01-01; 200373; 3; 0.54; 0.684; 0.346; 0; 0.271; -11.237; 0.036; 126.99; 4; 
Babalú; 7LE51zybKMsLp3kw8Id0kS; Estava Escrito; 3bw3o5EXRwOk1qUCfNsmoZ; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1994-01-01; 224893; 4; 0.739; 0.873; 0.366; 0.000845; 0.0986; -12.239; 0.0932; 121.085; 4; 
América do Sul Ao Vivo; 29ucATW6LZdExIdsjDZc3H; Ney Matogrosso Ao Vivo; 4isC9DAnF0VTXT9ohOa3oG; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1989-01-22; 261626; 5; 0.071; 0.416; 0.683; 1.59e-05; 0.663; -13.401; 0.0427; 136.823; 4; 
Comida Ao Vivo; 1jy8nXrRmPK1j9G5Tp88Fk; Ney Matogrosso Ao Vivo; 4isC9DAnF0VTXT9ohOa3oG; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1989-01-22; 229573; 3; 0.368; 0.736; 0.655; 2.88e-05; 0.704; -13.07; 0.0445; 110.503; 4; 
O Beco Ao Vivo; 1A7UjnBdUigtKRttIJMW3u; Ney Matogrosso Ao Vivo; 4isC9DAnF0VTXT9ohOa3oG; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1989-01-22; 270026; 6; 0.392; 0.609; 0.769; 0.000204; 0.956; -11.398; 0.0597; 152.642; 4; 
Andar Com Fé Ao Vivo; 0ge1oKlbHlSCUKMc1e99np; Ney Matogrosso Ao Vivo; 4isC9DAnF0VTXT9ohOa3oG; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1989-01-22; 239306; 5; 0.36; 0.62; 0.707; 3.09e-05; 0.757; -13.367; 0.0571; 92.971; 4; 
Rumba Azul Ao Vivo; 6hO1g8IRfHDrdZ6iyquYpX; Ney Matogrosso Ao Vivo; 4isC9DAnF0VTXT9ohOa3oG; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1989-01-22; 230026; 2; 0.515; 0.512; 0.471; 0.143; 0.764; -13.774; 0.0307; 139.479; 4; 
Bandolero Ao Vivo; 1iBK7ySfIKMvB59wLaNBq5; Ney Matogrosso Ao Vivo; 4isC9DAnF0VTXT9ohOa3oG; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1989-01-22; 218240; 4; 0.635; 0.432; 0.507; 7.64e-06; 0.707; -12.441; 0.04; 94.829; 4; 
Alma Llanera Ao Vivo; 48tKzyWT9QviIP0SvLtRMe; Ney Matogrosso Ao Vivo; 4isC9DAnF0VTXT9ohOa3oG; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1989-01-22; 141133; 2; 0.455; 0.552; 0.551; 6.82e-06; 0.848; -13.641; 0.0651; 87.144; 1; 
Oh Lua Ao Vivo; 38ZtPnathV6RNtvmr6XVdK; Ney Matogrosso Ao Vivo; 4isC9DAnF0VTXT9ohOa3oG; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1989-01-22; 306893; 9; 0.611; 0.282; 0.148; 7.2e-06; 0.101; -18.424; 0.0383; 119.46; 3; 
Metamorfose Ambulante Ao Vivo; 51nWseGXc1twd8SBFh09cz; Ney Matogrosso Ao Vivo; 4isC9DAnF0VTXT9ohOa3oG; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1989-01-22; 255906; 2; 0.406; 0.471; 0.478; 0; 0.837; -14.406; 0.0338; 63.283; 4; 
Viajante Ao Vivo; 3JrKgz2ebnttJ3LMuQlmFl; Ney Matogrosso Ao Vivo; 4isC9DAnF0VTXT9ohOa3oG; Ney Matogrosso; 2SFIMUkCdZowbeisskDdhn; 1989-01-22; 281720; 3; 0.911; 0.339; 0.112; 3.13e-05; 0.699; -21.514; 0.034; 106.45; 4; 
